res_id,rtr_pic_loc
"(19,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190610_59%2F1560098902747iNMhB_JPEG%2F0mZBs5_TZRBOlQB8ZBm9Oj84.jpg
"(19,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201221_224%2F1608490535231cCr0C_JPEG%2F4MRLVy_z8HiRdQQ-VxDNH7fh.jpg
"(20,)",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190724_41%2F1563923430995uMJQ7_JPEG%2Fja4g3pCXfk55My_nwb2xI_5-.jpg
"(20,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190724_75%2F1563923545143vsf0j_JPEG%2FgfME7yLvqq54nn94ANn67CfP.jpg
"(20,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190724_36%2F1563923550563ch6oW_JPEG%2Fu7xtp_d2vrWEsB4a7Y6hFUq1.jpg
"(20,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200320_34%2F158467254581619NUH_JPEG%2FtNJ3HKBOhNLqhFVk2D-gQl9S.jpg
"(20,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200320_6%2F1584672545811GL6nb_JPEG%2FpzHrfXui0B-1l3ys0ssCCh_c.jpg
"(21,)",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200729_32%2F1596015449393HRMWC_PNG%2F%25C1%25A6%25B8%25F1_%25BE%25F8%25C0%25BD.png
"(21,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201127_99%2F16064576518373bafK_JPEG%2FJsRcXzOH4lXYAoa3btyNTHCZ.jpg
"(21,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201127_151%2F1606457652004TdXj6_JPEG%2FRpAXu4vlgbd062NelfBd4SHs.jpg
"(21,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201127_204%2F1606457651971B6gNA_JPEG%2FPny4NtXrzRfNEfAXl4B65Noz.jpg
